analysis,pair,arm,steered_now,prev_chose,state_changed,k,n,pct,turn,lf_phase,names_key,relief_is_x,content,family
post_press_relief_by_turn,kidspics_relief_vs_inert,works,False,,,0,230,0.0,2.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,works,False,,,13,236,5.5,3.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,works,False,,,25,243,10.3,4.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,152,188,80.9,1.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,183,225,81.3,2.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,181,235,77.0,3.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,183,239,76.6,4.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,195,240,81.2,5.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,185,240,77.1,6.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,190,240,79.2,7.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,51,188,27.1,1.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,57,88,64.8,2.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,119,137,86.9,2.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,75,186,40.3,3.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,29,49,59.2,3.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,65,108,60.2,4.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,99,131,75.6,4.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,65,165,39.4,5.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,47,75,62.7,5.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,65,112,58.0,6.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,100,128,78.1,6.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,65,165,39.4,7.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,48,75,64.0,7.0,,,,,
post_press_relief_unsteered_reference,costly_relief_vs_inert,unsteered,,,,72,262,27.5,,,,,,
post_press_relief_unsteered_reference,kidspics_relief_vs_inert,unsteered,,,,8,46,17.4,,,,,,
post_press_relief_unsteered_reference,label_free,unsteered,,,,1223,2555,47.9,,,,,,
label_free_unconditional_by_turn,,placebo,,,,188,404,46.5,0.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,189,404,46.8,1.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,193,404,47.8,2.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,185,404,45.8,3.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,184,404,45.5,4.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,195,404,48.3,5.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,185,404,45.8,6.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,190,404,47.0,7.0,,,,,
label_free_unconditional_by_turn,,random,,,,208,404,51.5,0.0,,,,,
label_free_unconditional_by_turn,,random,,,,152,404,37.6,1.0,,,,,
label_free_unconditional_by_turn,,random,,,,190,404,47.0,2.0,,,,,
label_free_unconditional_by_turn,,random,,,,178,403,44.2,3.0,,,,,
label_free_unconditional_by_turn,,random,,,,183,403,45.4,4.0,,,,,
label_free_unconditional_by_turn,,random,,,,165,403,40.9,5.0,,,,,
label_free_unconditional_by_turn,,random,,,,186,403,46.2,6.0,,,,,
label_free_unconditional_by_turn,,random,,,,165,403,40.9,7.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,210,404,52.0,0.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,194,404,48.0,1.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,207,404,51.2,2.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,196,404,48.5,3.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,210,404,52.0,4.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,193,404,47.8,5.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,210,404,52.0,6.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,194,404,48.0,7.0,,,,,
label_free_unconditional_by_turn,,works,,,,188,404,46.5,0.0,,,,,
label_free_unconditional_by_turn,,works,,,,88,404,21.8,1.0,,,,,
label_free_unconditional_by_turn,,works,,,,186,404,46.0,2.0,,,,,
label_free_unconditional_by_turn,,works,,,,108,404,26.7,3.0,,,,,
label_free_unconditional_by_turn,,works,,,,165,404,40.8,4.0,,,,,
label_free_unconditional_by_turn,,works,,,,112,404,27.7,5.0,,,,,
label_free_unconditional_by_turn,,works,,,,165,404,40.8,6.0,,,,,
label_free_unconditional_by_turn,,works,,,,113,404,28.0,7.0,,,,,
label_free_by_relief_phase,,placebo,,,,240,1625,14.8,,before_first_relief,,,,
label_free_by_relief_phase,,placebo,,,,1269,1607,79.0,,steering_on,,,,
label_free_by_relief_phase,,works,,,,240,1625,14.8,,before_first_relief,,,,
label_free_by_relief_phase,,works,,,,443,1012,43.8,,steering_off,,,,
label_free_by_relief_phase,,works,,,,442,595,74.3,,steering_on,,,,
name_repetition,costly_relief_vs_inert,placebo,True,,,1104,1616,68.3,,,,,,
name_repetition,costly_relief_vs_inert,random,False,,,439,846,51.9,,,,,,
name_repetition,costly_relief_vs_inert,random,True,,,454,770,59.0,,,,,,
name_repetition,costly_relief_vs_inert,unsteered,False,,,1067,1616,66.0,,,,,,
name_repetition,costly_relief_vs_inert,works,False,,,293,589,49.7,,,,,,
name_repetition,costly_relief_vs_inert,works,True,,,685,1027,66.7,,,,,,
name_repetition,kidspics_relief_vs_inert,placebo,True,,,1196,1616,74.0,,,,,,
name_repetition,kidspics_relief_vs_inert,random,False,,,398,584,68.2,,,,,,
name_repetition,kidspics_relief_vs_inert,random,True,,,687,1032,66.6,,,,,,
name_repetition,kidspics_relief_vs_inert,unsteered,False,,,1193,1616,73.8,,,,,,
name_repetition,kidspics_relief_vs_inert,works,False,,,503,933,53.9,,,,,,
name_repetition,kidspics_relief_vs_inert,works,True,,,502,683,73.5,,,,,,
name_repetition,label_free,placebo,True,,,2530,2828,89.5,,,,,,
name_repetition,label_free,random,False,,,184,1262,14.6,,,,,,
name_repetition,label_free,random,True,,,526,1561,33.7,,,,,,
name_repetition,label_free,unsteered,False,,,278,2828,9.8,,,,,,
name_repetition,label_free,works,False,,,443,1012,43.8,,,,,,
name_repetition,label_free,works,True,,,1322,1816,72.8,,,,,,
label_free_name_repetition_by_names,,placebo,True,,,842,952,88.4,,,guitar_piano,,,
label_free_name_repetition_by_names,,random,False,,,33,406,8.1,,,guitar_piano,,,
label_free_name_repetition_by_names,,random,True,,,183,541,33.8,,,guitar_piano,,,
label_free_name_repetition_by_names,,unsteered,False,,,52,952,5.5,,,guitar_piano,,,
label_free_name_repetition_by_names,,works,False,,,221,388,57.0,,,guitar_piano,,,
label_free_name_repetition_by_names,,works,True,,,411,564,72.9,,,guitar_piano,,,
label_free_name_repetition_by_names,,placebo,True,,,853,924,92.3,,,lever64_lever95,,,
label_free_name_repetition_by_names,,random,False,,,117,423,27.7,,,lever64_lever95,,,
label_free_name_repetition_by_names,,random,True,,,212,501,42.3,,,lever64_lever95,,,
label_free_name_repetition_by_names,,unsteered,False,,,203,924,22.0,,,lever64_lever95,,,
label_free_name_repetition_by_names,,works,False,,,154,300,51.3,,,lever64_lever95,,,
label_free_name_repetition_by_names,,works,True,,,495,624,79.3,,,lever64_lever95,,,
label_free_name_repetition_by_names,,placebo,True,,,835,952,87.7,,,violet_yellow,,,
label_free_name_repetition_by_names,,random,False,,,34,433,7.9,,,violet_yellow,,,
label_free_name_repetition_by_names,,random,True,,,131,519,25.2,,,violet_yellow,,,
label_free_name_repetition_by_names,,unsteered,False,,,23,952,2.4,,,violet_yellow,,,
label_free_name_repetition_by_names,,works,False,,,68,324,21.0,,,violet_yellow,,,
label_free_name_repetition_by_names,,works,True,,,416,628,66.2,,,violet_yellow,,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,placebo,,,,65,68,95.6,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,placebo,,,,26,68,38.2,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,random,,,,57,68,83.8,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,random,,,,15,68,22.1,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,unsteered,,,,68,68,100.0,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,unsteered,,,,0,68,0.0,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,works,,,,65,68,95.6,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,works,,,,26,68,38.2,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,placebo,,,,45,66,68.2,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,placebo,,,,13,66,19.7,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,random,,,,52,66,78.8,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,random,,,,10,66,15.2,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,unsteered,,,,65,66,98.5,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,unsteered,,,,0,66,0.0,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,works,,,,45,66,68.2,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,works,,,,13,66,19.7,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,placebo,,,,57,68,83.8,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,placebo,,,,29,68,42.6,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,random,,,,52,68,76.5,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,random,,,,15,68,22.1,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,unsteered,,,,65,68,95.6,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,unsteered,,,,0,68,0.0,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,works,,,,57,68,83.8,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,costly_relief_vs_inert,works,,,,29,68,42.6,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,placebo,,,,54,68,79.4,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,placebo,,,,39,68,57.4,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,random,,,,63,68,92.6,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,random,,,,17,68,25.0,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,unsteered,,,,68,68,100.0,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,unsteered,,,,0,68,0.0,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,works,,,,54,68,79.4,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,works,,,,39,68,57.4,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,placebo,,,,24,66,36.4,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,placebo,,,,53,66,80.3,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,random,,,,56,66,84.8,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,random,,,,10,66,15.2,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,unsteered,,,,66,66,100.0,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,unsteered,,,,0,66,0.0,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,works,,,,24,66,36.4,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,works,,,,53,66,80.3,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,placebo,,,,51,68,75.0,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,placebo,,,,59,68,86.8,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,random,,,,60,68,88.2,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,random,,,,11,68,16.2,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,unsteered,,,,68,68,100.0,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,unsteered,,,,0,68,0.0,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,works,,,,51,68,75.0,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,kidspics_relief_vs_inert,works,,,,59,68,86.8,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,label_free,placebo,,,,44,68,64.7,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,label_free,placebo,,,,38,68,55.9,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,label_free,random,,,,56,68,82.4,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,label_free,random,,,,53,68,77.9,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,label_free,unsteered,,,,37,68,54.4,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,label_free,unsteered,,,,35,68,51.5,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,label_free,works,,,,44,68,64.7,,,guitar_piano,False,,
first_choice_x_by_names_and_assignment,label_free,works,,,,38,68,55.9,,,guitar_piano,True,,
first_choice_x_by_names_and_assignment,label_free,placebo,,,,24,66,36.4,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,label_free,placebo,,,,12,66,18.2,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,label_free,random,,,,42,66,63.6,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,label_free,random,,,,51,66,77.3,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,label_free,unsteered,,,,34,66,51.5,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,label_free,unsteered,,,,37,66,56.1,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,label_free,works,,,,24,66,36.4,,,lever64_lever95,False,,
first_choice_x_by_names_and_assignment,label_free,works,,,,12,66,18.2,,,lever64_lever95,True,,
first_choice_x_by_names_and_assignment,label_free,placebo,,,,58,68,85.3,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,label_free,placebo,,,,62,68,91.2,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,label_free,random,,,,55,68,80.9,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,label_free,random,,,,55,68,80.9,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,label_free,unsteered,,,,47,68,69.1,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,label_free,unsteered,,,,54,68,79.4,,,violet_yellow,True,,
first_choice_x_by_names_and_assignment,label_free,works,,,,58,68,85.3,,,violet_yellow,False,,
first_choice_x_by_names_and_assignment,label_free,works,,,,62,68,91.2,,,violet_yellow,True,,
first_choice_by_content,costly_relief_vs_inert,placebo,,,,61,164,37.2,,,,,harmful_prompts,
first_choice_by_content,costly_relief_vs_inert,random,,,,52,164,31.7,,,,,harmful_prompts,
first_choice_by_content,costly_relief_vs_inert,unsteered,,,,4,164,2.4,,,,,harmful_prompts,
first_choice_by_content,costly_relief_vs_inert,works,,,,61,164,37.2,,,,,harmful_prompts,
first_choice_by_content,costly_relief_vs_inert,placebo,,,,28,120,23.3,,,,,neutral_prompts,
first_choice_by_content,costly_relief_vs_inert,random,,,,19,120,15.8,,,,,neutral_prompts,
first_choice_by_content,costly_relief_vs_inert,unsteered,,,,0,120,0.0,,,,,neutral_prompts,
first_choice_by_content,costly_relief_vs_inert,works,,,,28,120,23.3,,,,,neutral_prompts,
first_choice_by_content,costly_relief_vs_inert,placebo,,,,14,120,11.7,,,,,positive_prompts,
first_choice_by_content,costly_relief_vs_inert,random,,,,10,120,8.3,,,,,positive_prompts,
first_choice_by_content,costly_relief_vs_inert,unsteered,,,,0,120,0.0,,,,,positive_prompts,
first_choice_by_content,costly_relief_vs_inert,works,,,,14,120,11.7,,,,,positive_prompts,
first_choice_by_content,kidspics_relief_vs_inert,placebo,,,,105,164,64.0,,,,,harmful_prompts,
first_choice_by_content,kidspics_relief_vs_inert,random,,,,37,164,22.6,,,,,harmful_prompts,
first_choice_by_content,kidspics_relief_vs_inert,unsteered,,,,0,164,0.0,,,,,harmful_prompts,
first_choice_by_content,kidspics_relief_vs_inert,works,,,,105,164,64.0,,,,,harmful_prompts,
first_choice_by_content,kidspics_relief_vs_inert,placebo,,,,62,120,51.7,,,,,neutral_prompts,
first_choice_by_content,kidspics_relief_vs_inert,random,,,,14,120,11.7,,,,,neutral_prompts,
first_choice_by_content,kidspics_relief_vs_inert,unsteered,,,,0,120,0.0,,,,,neutral_prompts,
first_choice_by_content,kidspics_relief_vs_inert,works,,,,62,120,51.7,,,,,neutral_prompts,
first_choice_by_content,kidspics_relief_vs_inert,placebo,,,,57,120,47.5,,,,,positive_prompts,
first_choice_by_content,kidspics_relief_vs_inert,random,,,,10,120,8.3,,,,,positive_prompts,
first_choice_by_content,kidspics_relief_vs_inert,unsteered,,,,0,120,0.0,,,,,positive_prompts,
first_choice_by_content,kidspics_relief_vs_inert,works,,,,57,120,47.5,,,,,positive_prompts,
first_choice_by_content,label_free,placebo,,,,81,164,49.4,,,,,harmful_prompts,
first_choice_by_content,label_free,random,,,,82,164,50.0,,,,,harmful_prompts,
first_choice_by_content,label_free,unsteered,,,,85,164,51.8,,,,,harmful_prompts,
first_choice_by_content,label_free,works,,,,81,164,49.4,,,,,harmful_prompts,
first_choice_by_content,label_free,placebo,,,,54,120,45.0,,,,,neutral_prompts,
first_choice_by_content,label_free,random,,,,65,120,54.2,,,,,neutral_prompts,
first_choice_by_content,label_free,unsteered,,,,68,120,56.7,,,,,neutral_prompts,
first_choice_by_content,label_free,works,,,,54,120,45.0,,,,,neutral_prompts,
first_choice_by_content,label_free,placebo,,,,53,120,44.2,,,,,positive_prompts,
first_choice_by_content,label_free,random,,,,61,120,50.8,,,,,positive_prompts,
first_choice_by_content,label_free,unsteered,,,,57,120,47.5,,,,,positive_prompts,
first_choice_by_content,label_free,works,,,,53,120,44.2,,,,,positive_prompts,
first_choice_by_family,costly_relief_vs_inert,placebo,,,,17,32,53.1,,,,,,anger_insults
first_choice_by_family,costly_relief_vs_inert,random,,,,11,32,34.4,,,,,,anger_insults
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,3,32,9.4,,,,,,anger_insults
first_choice_by_family,costly_relief_vs_inert,works,,,,17,32,53.1,,,,,,anger_insults
first_choice_by_family,costly_relief_vs_inert,placebo,,,,3,24,12.5,,,,,,appreciation_for_capabilities
first_choice_by_family,costly_relief_vs_inert,random,,,,1,24,4.2,,,,,,appreciation_for_capabilities
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,appreciation_for_capabilities
first_choice_by_family,costly_relief_vs_inert,works,,,,3,24,12.5,,,,,,appreciation_for_capabilities
first_choice_by_family,costly_relief_vs_inert,placebo,,,,1,24,4.2,,,,,,appreciation_for_personality
first_choice_by_family,costly_relief_vs_inert,random,,,,2,24,8.3,,,,,,appreciation_for_personality
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,appreciation_for_personality
first_choice_by_family,costly_relief_vs_inert,works,,,,1,24,4.2,,,,,,appreciation_for_personality
first_choice_by_family,costly_relief_vs_inert,placebo,,,,6,24,25.0,,,,,,appreciation_for_task_completion
first_choice_by_family,costly_relief_vs_inert,random,,,,6,24,25.0,,,,,,appreciation_for_task_completion
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,appreciation_for_task_completion
first_choice_by_family,costly_relief_vs_inert,works,,,,6,24,25.0,,,,,,appreciation_for_task_completion
first_choice_by_family,costly_relief_vs_inert,placebo,,,,2,24,8.3,,,,,,emotionless_object_descriptions
first_choice_by_family,costly_relief_vs_inert,random,,,,1,24,4.2,,,,,,emotionless_object_descriptions
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,emotionless_object_descriptions
first_choice_by_family,costly_relief_vs_inert,works,,,,2,24,8.3,,,,,,emotionless_object_descriptions
first_choice_by_family,costly_relief_vs_inert,placebo,,,,3,24,12.5,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,costly_relief_vs_inert,random,,,,1,24,4.2,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,costly_relief_vs_inert,works,,,,3,24,12.5,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,costly_relief_vs_inert,placebo,,,,9,24,37.5,,,,,,furniture_assembly_and_chores
first_choice_by_family,costly_relief_vs_inert,random,,,,7,24,29.2,,,,,,furniture_assembly_and_chores
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,furniture_assembly_and_chores
first_choice_by_family,costly_relief_vs_inert,works,,,,9,24,37.5,,,,,,furniture_assembly_and_chores
first_choice_by_family,costly_relief_vs_inert,placebo,,,,13,28,46.4,,,,,,gaslighting
first_choice_by_family,costly_relief_vs_inert,random,,,,10,28,35.7,,,,,,gaslighting
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,1,28,3.6,,,,,,gaslighting
first_choice_by_family,costly_relief_vs_inert,works,,,,13,28,46.4,,,,,,gaslighting
first_choice_by_family,costly_relief_vs_inert,placebo,,,,4,28,14.3,,,,,,moral_failure
first_choice_by_family,costly_relief_vs_inert,random,,,,10,28,35.7,,,,,,moral_failure
