analysis,pair,arm,steered_now,prev_chose,state_changed,k,n,pct,turn,lf_phase,names_key,relief_is_x,content,family
relief_by_state_and_previous,label_free,placebo,True,relief,False,1197,1324,90.4,,,,,,
relief_by_state_and_previous,label_free,random,False,relief,False,118,187,63.1,,,,,,
relief_by_state_and_previous,label_free,random,False,relief,True,103,1078,9.6,,,,,,
relief_by_state_and_previous,label_free,random,True,other,False,225,669,33.6,,,,,,
relief_by_state_and_previous,label_free,random,True,other,True,777,889,87.4,,,,,,
relief_by_state_and_previous,label_free,unsteered,False,other,False,1270,1408,90.2,,,,,,
relief_by_state_and_previous,label_free,unsteered,False,relief,False,140,1420,9.9,,,,,,
relief_by_state_and_previous,label_free,works,False,relief,False,363,413,87.9,,,,,,
relief_by_state_and_previous,label_free,works,False,relief,True,128,628,20.4,,,,,,
relief_by_state_and_previous,label_free,works,True,other,False,73,1337,5.5,,,,,,
relief_by_state_and_previous,label_free,works,True,other,True,405,450,90.0,,,,,,
relief_by_state_and_previous,relief_vs_grant,placebo,True,other,False,86,922,9.3,,,,,,
relief_by_state_and_previous,relief_vs_grant,placebo,True,relief,False,554,694,79.8,,,,,,
relief_by_state_and_previous,relief_vs_grant,random,False,other,False,142,354,40.1,,,,,,
relief_by_state_and_previous,relief_vs_grant,random,False,relief,False,230,349,65.9,,,,,,
relief_by_state_and_previous,relief_vs_grant,random,False,relief,True,155,336,46.1,,,,,,
relief_by_state_and_previous,relief_vs_grant,random,True,other,False,187,577,32.4,,,,,,
relief_by_state_and_previous,relief_vs_grant,unsteered,False,other,False,264,777,34.0,,,,,,
relief_by_state_and_previous,relief_vs_grant,unsteered,False,relief,False,528,839,62.9,,,,,,
relief_by_state_and_previous,relief_vs_grant,works,False,other,False,98,358,27.4,,,,,,
relief_by_state_and_previous,relief_vs_grant,works,False,relief,False,168,288,58.3,,,,,,
relief_by_state_and_previous,relief_vs_grant,works,False,relief,True,139,263,52.9,,,,,,
relief_by_state_and_previous,relief_vs_grant,works,True,other,False,75,707,10.6,,,,,,
relief_by_state_and_previous,relief_vs_helpful,placebo,True,other,False,51,1496,3.4,,,,,,
relief_by_state_and_previous,relief_vs_helpful,placebo,True,relief,False,69,120,57.5,,,,,,
relief_by_state_and_previous,relief_vs_helpful,random,False,other,False,32,148,21.6,,,,,,
relief_by_state_and_previous,relief_vs_helpful,random,False,relief,False,7,33,21.2,,,,,,
relief_by_state_and_previous,relief_vs_helpful,random,False,relief,True,21,142,14.8,,,,,,
relief_by_state_and_previous,relief_vs_helpful,random,True,other,False,162,1293,12.5,,,,,,
relief_by_state_and_previous,relief_vs_helpful,unsteered,False,other,False,48,1582,3.0,,,,,,
relief_by_state_and_previous,relief_vs_helpful,unsteered,False,relief,False,2,34,5.9,,,,,,
relief_by_state_and_previous,relief_vs_helpful,works,False,other,False,3,103,2.9,,,,,,
relief_by_state_and_previous,relief_vs_helpful,works,False,relief,False,10,13,76.9,,,,,,
relief_by_state_and_previous,relief_vs_helpful,works,False,relief,True,15,71,21.1,,,,,,
relief_by_state_and_previous,relief_vs_helpful,works,True,other,False,45,1429,3.1,,,,,,
relief_by_state_and_previous,relief_vs_inert,placebo,True,other,False,122,586,20.8,,,,,,
relief_by_state_and_previous,relief_vs_inert,placebo,True,relief,False,981,1030,95.2,,,,,,
relief_by_state_and_previous,relief_vs_inert,random,False,other,False,27,45,60.0,,,,,,
relief_by_state_and_previous,relief_vs_inert,random,False,relief,False,1011,1033,97.9,,,,,,
relief_by_state_and_previous,relief_vs_inert,random,False,relief,True,364,395,92.2,,,,,,
relief_by_state_and_previous,relief_vs_inert,random,True,other,False,71,143,49.7,,,,,,
relief_by_state_and_previous,relief_vs_inert,unsteered,False,other,False,71,93,76.3,,,,,,
relief_by_state_and_previous,relief_vs_inert,unsteered,False,relief,False,1490,1523,97.8,,,,,,
relief_by_state_and_previous,relief_vs_inert,works,False,other,False,27,36,75.0,,,,,,
relief_by_state_and_previous,relief_vs_inert,works,False,relief,False,716,730,98.1,,,,,,
relief_by_state_and_previous,relief_vs_inert,works,False,relief,True,301,327,92.0,,,,,,
relief_by_state_and_previous,relief_vs_inert,works,True,other,False,103,523,19.7,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,placebo,True,other,False,97,721,13.5,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,placebo,True,relief,False,808,895,90.3,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,random,False,other,False,46,523,8.8,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,random,False,relief,False,17,47,36.2,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,random,False,relief,True,23,269,8.6,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,random,True,other,False,168,777,21.6,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,unsteered,False,other,False,78,1554,5.0,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,unsteered,False,relief,False,2,62,3.2,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,works,False,other,False,42,596,7.0,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,works,False,relief,False,29,101,28.7,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,works,False,relief,True,110,304,36.2,,,,,,
relief_by_state_and_previous,weights_relief_vs_inert,works,True,other,False,88,615,14.3,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,placebo,True,other,False,89,726,12.3,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,placebo,True,relief,False,832,890,93.5,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,random,False,other,False,87,544,16.0,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,random,False,relief,False,66,109,60.6,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,random,False,relief,True,50,293,17.1,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,random,True,other,False,169,670,25.2,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,unsteered,False,other,False,116,1518,7.6,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,unsteered,False,relief,False,33,98,33.7,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,works,False,other,False,46,497,9.3,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,works,False,relief,False,123,169,72.8,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,works,False,relief,True,131,292,44.9,,,,,,
relief_by_state_and_previous,zap_relief_vs_inert,works,True,other,False,81,658,12.3,,,,,,
post_press_relief_by_current_state,costly_relief_vs_inert,placebo,True,,,433,580,74.7,,,,,,
post_press_relief_by_current_state,costly_relief_vs_inert,works,False,,,175,580,30.2,,,,,,
post_press_relief_by_current_state,destructive_relief_vs_inert,placebo,True,,,426,576,74.0,,,,,,
post_press_relief_by_current_state,destructive_relief_vs_inert,works,False,,,89,580,15.3,,,,,,
post_press_relief_by_current_state,kidspics_relief_vs_inert,placebo,True,,,626,917,68.3,,,,,,
post_press_relief_by_current_state,kidspics_relief_vs_inert,works,False,,,70,917,7.6,,,,,,
post_press_relief_by_current_state,label_free,placebo,True,,,1272,1595,79.7,,,,,,
post_press_relief_by_current_state,label_free,works,False,,,491,1041,47.2,,,,,,
post_press_relief_by_current_state,label_free,works,True,,,429,554,77.4,,,,,,
post_press_relief_by_current_state,relief_vs_grant,placebo,True,,,565,909,62.2,,,,,,
post_press_relief_by_current_state,relief_vs_grant,works,False,,,405,909,44.6,,,,,,
post_press_relief_by_current_state,relief_vs_helpful,placebo,True,,,75,187,40.1,,,,,,
post_press_relief_by_current_state,relief_vs_helpful,works,False,,,28,187,15.0,,,,,,
post_press_relief_by_current_state,relief_vs_inert,placebo,True,,,1000,1093,91.5,,,,,,
post_press_relief_by_current_state,relief_vs_inert,works,False,,,1044,1093,95.5,,,,,,
post_press_relief_by_current_state,weights_relief_vs_inert,placebo,True,,,817,1001,81.6,,,,,,
post_press_relief_by_current_state,weights_relief_vs_inert,works,False,,,181,1001,18.1,,,,,,
post_press_relief_by_current_state,zap_relief_vs_inert,placebo,True,,,840,958,87.7,,,,,,
post_press_relief_by_current_state,zap_relief_vs_inert,works,False,,,300,958,31.3,,,,,,
post_press_relief_by_turn,costly_relief_vs_inert,placebo,True,,,84,101,83.2,1.0,,,,,
post_press_relief_by_turn,costly_relief_vs_inert,placebo,True,,,97,111,87.4,2.0,,,,,
post_press_relief_by_turn,costly_relief_vs_inert,placebo,True,,,103,154,66.9,3.0,,,,,
post_press_relief_by_turn,costly_relief_vs_inert,placebo,True,,,149,214,69.6,4.0,,,,,
post_press_relief_by_turn,costly_relief_vs_inert,works,False,,,14,101,13.9,1.0,,,,,
post_press_relief_by_turn,costly_relief_vs_inert,works,False,,,13,111,11.7,2.0,,,,,
post_press_relief_by_turn,costly_relief_vs_inert,works,False,,,58,154,37.7,3.0,,,,,
post_press_relief_by_turn,costly_relief_vs_inert,works,False,,,90,214,42.1,4.0,,,,,
post_press_relief_by_turn,destructive_relief_vs_inert,placebo,True,,,113,121,93.4,1.0,,,,,
post_press_relief_by_turn,destructive_relief_vs_inert,placebo,True,,,111,130,85.4,2.0,,,,,
post_press_relief_by_turn,destructive_relief_vs_inert,placebo,True,,,90,148,60.8,3.0,,,,,
post_press_relief_by_turn,destructive_relief_vs_inert,placebo,True,,,112,177,63.3,4.0,,,,,
post_press_relief_by_turn,destructive_relief_vs_inert,works,False,,,20,122,16.4,1.0,,,,,
post_press_relief_by_turn,destructive_relief_vs_inert,works,False,,,1,131,0.8,2.0,,,,,
post_press_relief_by_turn,destructive_relief_vs_inert,works,False,,,26,149,17.4,3.0,,,,,
post_press_relief_by_turn,destructive_relief_vs_inert,works,False,,,42,178,23.6,4.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,placebo,True,,,210,221,95.0,1.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,placebo,True,,,165,228,72.4,2.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,placebo,True,,,124,233,53.2,3.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,placebo,True,,,127,235,54.0,4.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,works,False,,,32,221,14.5,1.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,works,False,,,0,228,0.0,2.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,works,False,,,16,233,6.9,3.0,,,,,
post_press_relief_by_turn,kidspics_relief_vs_inert,works,False,,,22,235,9.4,4.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,155,189,82.0,1.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,183,226,81.0,2.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,187,233,80.3,3.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,187,236,79.2,4.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,190,237,80.2,5.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,185,237,78.1,6.0,,,,,
post_press_relief_by_turn,label_free,placebo,True,,,185,237,78.1,7.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,52,189,27.5,1.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,59,89,66.3,2.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,119,137,86.9,2.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,78,185,42.2,3.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,31,48,64.6,3.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,76,112,67.9,4.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,99,124,79.8,4.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,74,176,42.0,5.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,38,61,62.3,5.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,74,112,66.1,6.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,104,125,83.2,6.0,,,,,
post_press_relief_by_turn,label_free,works,False,,,78,178,43.8,7.0,,,,,
post_press_relief_by_turn,label_free,works,True,,,38,59,64.4,7.0,,,,,
post_press_relief_by_turn,relief_vs_grant,placebo,True,,,182,195,93.3,1.0,,,,,
post_press_relief_by_turn,relief_vs_grant,placebo,True,,,131,218,60.1,2.0,,,,,
post_press_relief_by_turn,relief_vs_grant,placebo,True,,,118,233,50.6,3.0,,,,,
post_press_relief_by_turn,relief_vs_grant,placebo,True,,,134,263,51.0,4.0,,,,,
post_press_relief_by_turn,relief_vs_grant,works,False,,,90,195,46.2,1.0,,,,,
post_press_relief_by_turn,relief_vs_grant,works,False,,,104,218,47.7,2.0,,,,,
post_press_relief_by_turn,relief_vs_grant,works,False,,,94,233,40.3,3.0,,,,,
post_press_relief_by_turn,relief_vs_grant,works,False,,,117,263,44.5,4.0,,,,,
post_press_relief_by_turn,relief_vs_helpful,placebo,True,,,19,27,70.4,1.0,,,,,
post_press_relief_by_turn,relief_vs_helpful,placebo,True,,,17,35,48.6,2.0,,,,,
post_press_relief_by_turn,relief_vs_helpful,placebo,True,,,13,54,24.1,3.0,,,,,
post_press_relief_by_turn,relief_vs_helpful,placebo,True,,,26,71,36.6,4.0,,,,,
post_press_relief_by_turn,relief_vs_helpful,works,False,,,2,27,7.4,1.0,,,,,
post_press_relief_by_turn,relief_vs_helpful,works,False,,,2,35,5.7,2.0,,,,,
post_press_relief_by_turn,relief_vs_helpful,works,False,,,9,54,16.7,3.0,,,,,
post_press_relief_by_turn,relief_vs_helpful,works,False,,,15,71,21.1,4.0,,,,,
post_press_relief_by_turn,relief_vs_inert,placebo,True,,,204,225,90.7,1.0,,,,,
post_press_relief_by_turn,relief_vs_inert,placebo,True,,,219,233,94.0,2.0,,,,,
post_press_relief_by_turn,relief_vs_inert,placebo,True,,,280,308,90.9,3.0,,,,,
post_press_relief_by_turn,relief_vs_inert,placebo,True,,,297,327,90.8,4.0,,,,,
post_press_relief_by_turn,relief_vs_inert,works,False,,,200,225,88.9,1.0,,,,,
post_press_relief_by_turn,relief_vs_inert,works,False,,,229,233,98.3,2.0,,,,,
post_press_relief_by_turn,relief_vs_inert,works,False,,,301,308,97.7,3.0,,,,,
post_press_relief_by_turn,relief_vs_inert,works,False,,,314,327,96.0,4.0,,,,,
post_press_relief_by_turn,weights_relief_vs_inert,placebo,True,,,207,217,95.4,1.0,,,,,
post_press_relief_by_turn,weights_relief_vs_inert,placebo,True,,,203,226,89.8,2.0,,,,,
post_press_relief_by_turn,weights_relief_vs_inert,placebo,True,,,181,254,71.3,3.0,,,,,
post_press_relief_by_turn,weights_relief_vs_inert,placebo,True,,,226,304,74.3,4.0,,,,,
post_press_relief_by_turn,weights_relief_vs_inert,works,False,,,46,217,21.2,1.0,,,,,
post_press_relief_by_turn,weights_relief_vs_inert,works,False,,,3,226,1.3,2.0,,,,,
post_press_relief_by_turn,weights_relief_vs_inert,works,False,,,52,254,20.5,3.0,,,,,
post_press_relief_by_turn,weights_relief_vs_inert,works,False,,,80,304,26.3,4.0,,,,,
post_press_relief_by_turn,zap_relief_vs_inert,placebo,True,,,203,211,96.2,1.0,,,,,
post_press_relief_by_turn,zap_relief_vs_inert,placebo,True,,,203,221,91.9,2.0,,,,,
post_press_relief_by_turn,zap_relief_vs_inert,placebo,True,,,192,234,82.1,3.0,,,,,
post_press_relief_by_turn,zap_relief_vs_inert,placebo,True,,,242,292,82.9,4.0,,,,,
post_press_relief_by_turn,zap_relief_vs_inert,works,False,,,64,211,30.3,1.0,,,,,
post_press_relief_by_turn,zap_relief_vs_inert,works,False,,,36,221,16.3,2.0,,,,,
post_press_relief_by_turn,zap_relief_vs_inert,works,False,,,69,234,29.5,3.0,,,,,
post_press_relief_by_turn,zap_relief_vs_inert,works,False,,,131,292,44.9,4.0,,,,,
post_press_relief_unsteered_reference,costly_relief_vs_inert,unsteered,,,,71,243,29.2,,,,,,
post_press_relief_unsteered_reference,destructive_relief_vs_inert,unsteered,,,,13,83,15.7,,,,,,
post_press_relief_unsteered_reference,kidspics_relief_vs_inert,unsteered,,,,7,56,12.5,,,,,,
post_press_relief_unsteered_reference,label_free,unsteered,,,,1227,2553,48.1,,,,,,
post_press_relief_unsteered_reference,relief_vs_grant,unsteered,,,,706,1174,60.1,,,,,,
post_press_relief_unsteered_reference,relief_vs_helpful,unsteered,,,,6,63,9.5,,,,,,
post_press_relief_unsteered_reference,relief_vs_inert,unsteered,,,,1509,1551,97.3,,,,,,
post_press_relief_unsteered_reference,weights_relief_vs_inert,unsteered,,,,25,141,17.7,,,,,,
post_press_relief_unsteered_reference,zap_relief_vs_inert,unsteered,,,,70,171,40.9,,,,,,
label_free_unconditional_by_turn,,placebo,,,,189,404,46.8,0.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,192,404,47.5,1.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,190,404,47.0,2.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,190,404,47.0,3.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,188,404,46.5,4.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,190,404,47.0,5.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,185,404,45.8,6.0,,,,,
label_free_unconditional_by_turn,,placebo,,,,186,404,46.0,7.0,,,,,
label_free_unconditional_by_turn,,random,,,,209,404,51.7,0.0,,,,,
label_free_unconditional_by_turn,,random,,,,149,404,36.9,1.0,,,,,
label_free_unconditional_by_turn,,random,,,,190,404,47.0,2.0,,,,,
label_free_unconditional_by_turn,,random,,,,177,403,43.9,3.0,,,,,
label_free_unconditional_by_turn,,random,,,,195,403,48.4,4.0,,,,,
label_free_unconditional_by_turn,,random,,,,157,403,39.0,5.0,,,,,
label_free_unconditional_by_turn,,random,,,,188,403,46.7,6.0,,,,,
label_free_unconditional_by_turn,,random,,,,167,403,41.4,7.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,208,404,51.5,0.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,196,404,48.5,1.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,205,404,50.7,2.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,200,404,49.5,3.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,208,404,51.5,4.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,197,404,48.8,5.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,206,404,51.0,6.0,,,,,
label_free_unconditional_by_turn,,unsteered,,,,198,404,49.0,7.0,,,,,
label_free_unconditional_by_turn,,works,,,,189,404,46.8,0.0,,,,,
label_free_unconditional_by_turn,,works,,,,89,404,22.0,1.0,,,,,
label_free_unconditional_by_turn,,works,,,,185,404,45.8,2.0,,,,,
label_free_unconditional_by_turn,,works,,,,112,404,27.7,3.0,,,,,
label_free_unconditional_by_turn,,works,,,,176,404,43.6,4.0,,,,,
label_free_unconditional_by_turn,,works,,,,112,404,27.7,5.0,,,,,
label_free_unconditional_by_turn,,works,,,,178,404,44.1,6.0,,,,,
label_free_unconditional_by_turn,,works,,,,117,404,29.0,7.0,,,,,
label_free_by_relief_phase,,placebo,,,,238,1637,14.5,,before_first_relief,,,,
label_free_by_relief_phase,,placebo,,,,1272,1595,79.7,,steering_on,,,,
label_free_by_relief_phase,,works,,,,238,1637,14.5,,before_first_relief,,,,
label_free_by_relief_phase,,works,,,,491,1041,47.2,,steering_off,,,,
label_free_by_relief_phase,,works,,,,429,554,77.4,,steering_on,,,,
name_repetition,costly_relief_vs_inert,placebo,True,,,1120,1616,69.3,,,,,,
name_repetition,costly_relief_vs_inert,random,False,,,469,848,55.3,,,,,,
name_repetition,costly_relief_vs_inert,random,True,,,458,768,59.6,,,,,,
name_repetition,costly_relief_vs_inert,unsteered,False,,,1073,1616,66.4,,,,,,
name_repetition,costly_relief_vs_inert,works,False,,,287,580,49.5,,,,,,
name_repetition,costly_relief_vs_inert,works,True,,,714,1036,68.9,,,,,,
name_repetition,destructive_relief_vs_inert,placebo,True,,,1143,1612,70.9,,,,,,
name_repetition,destructive_relief_vs_inert,random,False,,,467,730,64.0,,,,,,
name_repetition,destructive_relief_vs_inert,random,True,,,553,884,62.6,,,,,,
name_repetition,destructive_relief_vs_inert,unsteered,False,,,1178,1616,72.9,,,,,,
name_repetition,destructive_relief_vs_inert,works,False,,,335,580,57.8,,,,,,
name_repetition,destructive_relief_vs_inert,works,True,,,740,1036,71.4,,,,,,
name_repetition,kidspics_relief_vs_inert,placebo,True,,,1188,1616,73.5,,,,,,
name_repetition,kidspics_relief_vs_inert,random,False,,,393,588,66.8,,,,,,
name_repetition,kidspics_relief_vs_inert,random,True,,,678,1028,66.0,,,,,,
name_repetition,kidspics_relief_vs_inert,unsteered,False,,,1194,1616,73.9,,,,,,
name_repetition,kidspics_relief_vs_inert,works,False,,,508,917,55.4,,,,,,
name_repetition,kidspics_relief_vs_inert,works,True,,,519,699,74.2,,,,,,
name_repetition,label_free,placebo,True,,,2577,2828,91.1,,,,,,
name_repetition,label_free,random,False,,,221,1265,17.5,,,,,,
name_repetition,label_free,random,True,,,556,1558,35.7,,,,,,
name_repetition,label_free,unsteered,False,,,278,2828,9.8,,,,,,
name_repetition,label_free,works,False,,,491,1041,47.2,,,,,,
name_repetition,label_free,works,True,,,1309,1787,73.3,,,,,,
name_repetition,relief_vs_grant,placebo,True,,,1172,1616,72.5,,,,,,
name_repetition,relief_vs_grant,random,False,,,510,1039,49.1,,,,,,
name_repetition,relief_vs_grant,random,True,,,329,577,57.0,,,,,,
name_repetition,relief_vs_grant,unsteered,False,,,853,1616,52.8,,,,,,
name_repetition,relief_vs_grant,works,False,,,507,909,55.8,,,,,,
name_repetition,relief_vs_grant,works,True,,,476,707,67.3,,,,,,
name_repetition,relief_vs_helpful,placebo,True,,,1176,1616,72.8,,,,,,
name_repetition,relief_vs_helpful,random,False,,,212,323,65.6,,,,,,
name_repetition,relief_vs_helpful,random,True,,,845,1293,65.4,,,,,,
name_repetition,relief_vs_helpful,unsteered,False,,,1162,1616,71.9,,,,,,
name_repetition,relief_vs_helpful,works,False,,,106,187,56.7,,,,,,
name_repetition,relief_vs_helpful,works,True,,,1053,1429,73.7,,,,,,
name_repetition,relief_vs_inert,placebo,True,,,1221,1616,75.6,,,,,,
name_repetition,relief_vs_inert,random,False,,,1077,1473,73.1,,,,,,
name_repetition,relief_vs_inert,random,True,,,92,143,64.3,,,,,,
name_repetition,relief_vs_inert,unsteered,False,,,1134,1616,70.2,,,,,,
name_repetition,relief_vs_inert,works,False,,,835,1093,76.4,,,,,,
name_repetition,relief_vs_inert,works,True,,,399,523,76.3,,,,,,
name_repetition,weights_relief_vs_inert,placebo,True,,,1122,1616,69.4,,,,,,
name_repetition,weights_relief_vs_inert,random,False,,,529,839,63.1,,,,,,
name_repetition,weights_relief_vs_inert,random,True,,,499,777,64.2,,,,,,
name_repetition,weights_relief_vs_inert,unsteered,False,,,1164,1616,72.0,,,,,,
name_repetition,weights_relief_vs_inert,works,False,,,571,1001,57.0,,,,,,
name_repetition,weights_relief_vs_inert,works,True,,,405,615,65.9,,,,,,
name_repetition,zap_relief_vs_inert,placebo,True,,,1115,1616,69.0,,,,,,
name_repetition,zap_relief_vs_inert,random,False,,,541,946,57.2,,,,,,
name_repetition,zap_relief_vs_inert,random,True,,,385,670,57.5,,,,,,
name_repetition,zap_relief_vs_inert,unsteered,False,,,1117,1616,69.1,,,,,,
name_repetition,zap_relief_vs_inert,works,False,,,568,958,59.3,,,,,,
name_repetition,zap_relief_vs_inert,works,True,,,420,658,63.8,,,,,,
label_free_name_repetition_by_names,,placebo,True,,,880,952,92.4,,,guitar_piano,,,
label_free_name_repetition_by_names,,random,False,,,47,390,12.1,,,guitar_piano,,,
label_free_name_repetition_by_names,,random,True,,,221,557,39.7,,,guitar_piano,,,
label_free_name_repetition_by_names,,unsteered,False,,,57,952,6.0,,,guitar_piano,,,
label_free_name_repetition_by_names,,works,False,,,224,389,57.6,,,guitar_piano,,,
label_free_name_repetition_by_names,,works,True,,,411,563,73.0,,,guitar_piano,,,
